,artist_name,year,track_name,track_id,track_popularity,artist_id,energy,instrumentalness,key,tempo,time_sig,valence,danceability,acousticness,popularity_level
0,The Weeknd,2018,I Was Never There,1cKHdTo9u0ZymJdPGSh6nq,89,1Xyo4u8uXC1ZmMpatF05PJ,0.737,0.000162,10,113.26,4,0.155,0.323,0.142,Very Popular
1,The Weeknd,2018,Call Out My Name,09mEdoA6zrmBPgTEN5qXmN,89,1Xyo4u8uXC1ZmMpatF05PJ,0.593,0.0,1,134.17,3,0.175,0.461,0.17,Very Popular
2,Joji,2018,SLOW DANCING IN THE DARK,0rKtyWc8bvkriBthvHKY8d,84,3MZsBdqDrRTJihTHQrO6Dq,0.479,0.00598,3,88.964,4,0.284,0.515,0.544,Very Popular
3,Billie Eilish,2018,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,89,6qqNVTkY8uBg9cP3Jd7DAH,0.296,0.0,4,115.284,4,0.12,0.351,0.934,Very Popular
4,Kali Uchis,2018,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",1otG6j1WHNvl9WgXLWkHTo,82,1U1el3k54VvEUzo3ybLPlM,0.659,0.00201,4,79.64,4,0.843,0.702,0.301,Very Popular
5,Drake,2018,God's Plan,6DCZcSspjsKoFjzjrWoCdn,85,3TVXtAsR1Inumwj472S9r4,0.449,8.29e-05,7,77.169,4,0.357,0.754,0.0332,Very Popular
6,The Neighbourhood,2018,You Get Me So High,7zwn1eykZtZ5LODrf7c0tS,83,77SW9BnxLY8rJ0RciFqkHh,0.881,0.0791,7,88.036,4,0.387,0.551,0.186,Very Popular
7,Men I Trust,2018,Show Me How,01TyFEZu6mHbffsVfxgrFn,81,3zmfs9cQwzJl575W1ZYXeT,0.267,0.534,5,165.99,4,0.544,0.791,0.674,Very Popular
8,girl in red,2018,we fell in love in october,6IPwKM3fUUzlElbvKw2sKl,84,3uwAm6vQy7kWPS2bciKWx9,0.366,0.181,7,129.96,4,0.237,0.566,0.113,Very Popular
9,Mitski,2018,Washing Machine Heart,3jjsRKEsF42ccXf8kWR3nu,83,2uYWxilOVlUdk4oV9DvwqK,0.822,0.506,9,105.997,4,0.567,0.613,0.0092,Very Popular
10,The Neighbourhood,2018,Softcore,2K7xn816oNHJZ0aVqdQsha,86,77SW9BnxLY8rJ0RciFqkHh,0.568,0.000417,9,93.986,4,0.37,0.575,0.0484,Very Popular
11,Post Malone,2018,rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt,85,246dkjvS1zLTtiykXe5h60,0.52,7.01e-05,5,159.801,4,0.129,0.585,0.124,Very Popular
12,Khalid,2018,Better,6zeeWid2sgw4lap2jV61PZ,79,6LuN9FCkKOj5PcnpouEgny,0.552,0.334,0,97.949,4,0.112,0.596,0.0765,Very Popular
13,Kali Uchis,2018,Dead To Me,6LOZws7T3jqZz78unPgFF9,79,1U1el3k54VvEUzo3ybLPlM,0.761,0.0,4,119.001,4,0.428,0.675,0.432,Very Popular
14,Drake,2018,Nice For What,3CA9pLiwRIGtUBiMjbZmRw,79,3TVXtAsR1Inumwj472S9r4,0.909,9.7e-05,8,93.372,4,0.758,0.585,0.0891,Very Popular
15,Lady Gaga,2018,Shallow,2VxeLyX666F8uXCJ0dZF8B,85,1HY2Jd0NmPuamShAr6KMms,0.385,0.0,7,95.799,4,0.323,0.572,0.371,Very Popular
16,Calvin Harris,2018,One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,87,7CajNmpbOovFoOoasH2HaY,0.862,2.19e-05,9,123.994,4,0.592,0.791,0.037,Very Popular
17,Panic! At The Disco,2018,High Hopes,1rqqCSm0Qe4I9rUvWncaom,82,20JZFwl6HVl6yg8a4H3ZqK,0.904,0.0,5,82.014,4,0.681,0.579,0.193,Very Popular
18,Post Malone,2018,Better Now,7dt6x5M1jzdTEt8oCbisTK,82,246dkjvS1zLTtiykXe5h60,0.578,0.0,10,145.038,4,0.341,0.68,0.331,Very Popular
19,Zedd,2018,The Middle,09IStsImFySgyp0pIQdqAc,81,2qxJFvFYMEDqd7ui6kSAcq,0.657,0.0,7,107.01,4,0.437,0.753,0.171,Very Popular
20,Joji,2018,YEAH RIGHT,1VGzxJnVQND7Cg5H5wGj14,79,3MZsBdqDrRTJihTHQrO6Dq,0.588,0.241,1,169.033,4,0.204,0.672,0.619,Very Popular
21,5 Seconds of Summer,2018,Youngblood,2iUXsYOEPhVqEBwsqP70rE,81,5Rl15oVamLq7FbSb0NNBNy,0.854,0.0,7,120.274,4,0.152,0.596,0.0169,Very Popular
22,Marshmello,2018,Happier,2dpaYNEQHiRxtZbfNsse99,83,64KEffDW9EtZ1y2vBYgq8T,0.792,0.0,5,100.015,4,0.671,0.687,0.191,Very Popular
23,Vansire,2018,From the Subway Train,0qOCy2LqvdkMora7eZsJhQ,79,6ft7JnxMyZhp7N52qzHymY,0.429,0.015,5,72.104,4,0.105,0.392,0.527,Very Popular
24,Alec Benjamin,2018,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,85,5IH6FPUwQTxPSXurCrcIov,0.557,0.0,1,150.073,4,0.483,0.652,0.74,Very Popular
25,Lauv,2018,I Like Me Better,0EcQcdcbQeVJn9fknj44Be,82,5JZ7CnR6gTvEMKX4g70Amv,0.505,2.58e-06,9,91.972,4,0.419,0.753,0.534,Very Popular
26,Cardi B,2018,I Like It,58q2HKrzhC3ozto2nDdN4z,79,4kYSro6naA4h99UJvo89HB,0.726,0.0,5,136.048,4,0.65,0.816,0.099,Very Popular
27,benny blanco,2018,Eastside (with Halsey & Khalid),7FGq80cy8juXBCD2nrqdWU,80,5CiGnKThu5ctn9pBxv7DGa,0.686,0.0,6,89.949,4,0.329,0.632,0.549,Very Popular
28,Doja Cat,2018,Wine Pon You (feat. Konshens),2s4AcE9n80mSHl87lp4gIm,78,5cj0lLjcoR7YOSnhnX0Po5,0.444,0.00126,9,95.035,4,0.138,0.797,0.304,Very Popular
29,Social House,2018,Magic In The Hamptons (feat. Lil Yachty),2Yer0p7uB2lVBUAtANuuQp,74,5UjifI1TYefXWn9GdqDOHl,0.479,0.0,1,96.051,4,0.803,0.769,0.66,Popular
30,Beach Bunny,2018,Prom Queen,6MpCaSIOfqBqbMED4kXgNY,79,2vnB6tuQMaQpORiRdvXF9H,0.797,0.011,4,143.785,4,0.751,0.528,0.000391,Very Popular
31,Charlie Puth,2018,Attention,5cF0dROlMOK5uNZtivgu50,83,6VuMaDnrHyPL1p4EHjYLi7,0.613,2.33e-05,3,100.066,4,0.797,0.775,0.109,Very Popular
32,Post Malone,2018,Candy Paint,32lItqlMi4LBhb4k0BaSaC,76,246dkjvS1zLTtiykXe5h60,0.667,1.22e-06,4,180.064,4,0.381,0.664,0.64,Very Popular
33,Imagine Dragons,2018,Natural,2FY7b99s15jUprqC0M5NCT,82,53XhwfbYqKCa1cC15pYq2q,0.611,0.0,2,100.0,4,0.22,0.704,0.217,Very Popular
34,Calum Scott,2018,Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ,81,6ydoSd3N2mwgwBHtF6K7eX,0.174,3.35e-05,1,112.672,4,0.231,0.681,0.837,Very Popular
35,Camila Cabello,2018,Havana (feat. Young Thug),1rfofaqEpACxVEHIZBJe6W,80,4nDoRrQiYLoBzwC5BhVJzF,0.523,3.56e-05,2,104.988,4,0.394,0.765,0.184,Very Popular
36,Post Malone,2018,Psycho (feat. Ty Dolla $ign),3swc6WTsr7rl9DqQKQA55C,78,246dkjvS1zLTtiykXe5h60,0.56,0.0,8,140.06,4,0.459,0.75,0.546,Very Popular
37,Cardi B,2018,Bodak Yellow,6KBYefIoo7KydImq1uUQlL,73,4kYSro6naA4h99UJvo89HB,0.703,0.0,11,125.022,4,0.485,0.926,0.0659,Popular
38,Mitski,2018,Nobody,2P5yIMu2DNeMXTyOANKS6k,77,2uYWxilOVlUdk4oV9DvwqK,0.717,0.0,0,117.296,4,0.487,0.398,0.07,Very Popular
39,Alec Benjamin,2018,Water Fountain,4IhKLu7Vk3j2TLmnFPl6To,77,5IH6FPUwQTxPSXurCrcIov,0.504,7.4e-05,8,133.975,4,0.551,0.723,0.388,Very Popular
40,Mitski,2018,Me and My Husband,3pANfZVFdtuVnJsE6xa5Ox,76,2uYWxilOVlUdk4oV9DvwqK,0.638,0.0,1,172.01,4,0.77,0.497,0.0467,Very Popular
41,Lady Gaga,2018,Always Remember Us This Way,2rbDhOo9Fh61Bbu23T2qCk,83,1HY2Jd0NmPuamShAr6KMms,0.502,0.0,0,129.976,4,0.296,0.553,0.299,Very Popular
42,Lonely God,2018,Marlboro Nights,755inykyaG4w22GWAsA3MX,76,6pF6MN603wSrisJcf7HS5v,0.823,0.000321,2,175.797,4,0.782,0.466,0.00237,Very Popular
43,The Neighbourhood,2018,Reflections,2xql0pid3EUwW38AsywxhV,80,77SW9BnxLY8rJ0RciFqkHh,0.594,0.0462,11,113.983,4,0.544,0.648,0.114,Very Popular
44,Cardi B,2018,Thru Your Phone,74cVJfmK18rhWnscIpGXjt,71,4kYSro6naA4h99UJvo89HB,0.549,0.0,0,121.954,4,0.209,0.837,0.17,Popular
45,Post Malone,2018,Stay,4H7WNRErSbONkM06blBoGc,75,246dkjvS1zLTtiykXe5h60,0.48,0.0,5,86.046,4,0.35,0.507,0.449,Very Popular
46,Ariana Grande,2018,God is a woman,5OCJzvD7sykQEKHH7qAC3C,79,66CXWjxzNUsdJxJ2JdwvnR,0.658,6e-05,1,145.031,4,0.268,0.602,0.0233,Very Popular
47,Drake,2018,Finesse,2WP8G2pdddDmnh1xbfKBOI,75,3TVXtAsR1Inumwj472S9r4,0.319,0.000338,0,94.992,4,0.299,0.807,0.133,Very Popular
48,Aminé,2018,REEL IT IN,5qHirGR7M9tdm6C17DlzSY,76,3Gm5F95VdRxW3mqCn8RPBJ,0.342,0.0,10,128.981,4,0.423,0.754,0.073,Very Popular
49,Khalid,2018,Love Lies (with Normani),45Egmo7icyopuzJN0oMEdk,74,6LuN9FCkKOj5PcnpouEgny,0.648,0.0,6,143.955,4,0.338,0.708,0.0956,Popular
50,Alec Benjamin,2018,If We Have Each Other,7pT6WSg4PCt4mr5ZFyUfsF,77,5IH6FPUwQTxPSXurCrcIov,0.577,0.0,10,173.094,4,0.861,0.656,0.698,Very Popular
51,Bazzi,2018,Mine,7uzmGiiJyRfuViKKK3lVmR,75,4GvEc3ANtPPjt1ZJllr5Zl,0.789,2.77e-06,4,142.929,4,0.717,0.71,0.0161,Very Popular
52,Dean Lewis,2018,Be Alright,3EPXxR3ImUwfayaurPi3cm,79,3QSQFmccmX81fWCUSPTS7y,0.586,0.0,11,126.684,4,0.443,0.553,0.697,Very Popular
53,Ariana Grande,2018,no tears left to cry,2qT1uLXPVPzGgFOx4jtEuo,78,66CXWjxzNUsdJxJ2JdwvnR,0.713,3.11e-06,9,121.993,4,0.354,0.699,0.04,Very Popular
54,The Chainsmokers,2018,This Feeling,4NBTZtAt1F13VvlSKe6KTl,74,69GGBxA162lTqCwzJG5jLp,0.571,0.0,1,105.049,4,0.449,0.575,0.0558,Popular
55,Bebe Rexha,2018,Meant to Be (feat. Florida Georgia Line),4e4fqjx0Izh4svvTef1z7e,73,64M6ah0SkkRsnPGtGiRAbb,0.772,0.0,10,153.995,4,0.589,0.642,0.0476,Popular
56,Anne-Marie,2018,2002,2BgEsaKNfHUdlh97KmvFyo,82,1zNqDE7qDGCsyzJwohVaoX,0.683,0.0,1,96.133,4,0.603,0.697,0.0372,Very Popular
57,Teyana Taylor,2018,Gonna Love Me,3nXrCAE44KlevAkQB2XWcN,73,4ULO7IGI3M2bo0Ap7B9h8a,0.506,2.56e-05,10,88.044,4,0.312,0.514,0.402,Popular
58,girl in red,2018,i wanna be your girlfriend,5PjdC2gMATetx5xdnwGUu7,76,3uwAm6vQy7kWPS2bciKWx9,0.382,0.000836,7,155.901,4,0.343,0.541,0.0215,Very Popular
59,Beach Bunny,2018,Sports,77G0k1La0c5Dw8bAFANcyp,73,2vnB6tuQMaQpORiRdvXF9H,0.877,0.026,9,186.142,4,0.524,0.231,0.000653,Popular
60,Billie Eilish,2018,bitches broken hearts,5t3Vk8bRKylx4fjj7qlbib,75,6qqNVTkY8uBg9cP3Jd7DAH,0.422,0.00924,0,120.033,4,0.187,0.778,0.921,Very Popular
61,Clairo,2018,4EVER,5mIOsPuQdXchVY0jB5NO9Q,71,3l0CmX0FuQjFxr8SK7Vqag,0.585,0.00552,9,102.331,4,0.584,0.75,0.049,Popular
62,beabadoobee,2018,Tired,6F5mZpEEjhsAW8UEqbIpz1,73,35l9BRT7MXmM8bv2WDQiyB,0.418,0.15,7,140.037,4,0.345,0.63,0.483,Popular
63,Eminem,2018,Lucky You (feat. Joyner Lucas),60SdxE8apGAxMiRrpbmLY0,76,7dGJo4pcD2V6oG8kP0tJRR,0.786,0.0,10,153.068,4,0.575,0.876,0.0627,Very Popular
64,Mitski,2018,A Pearl,7fd3aMiuwHWKsTdZafjOfZ,74,2uYWxilOVlUdk4oV9DvwqK,0.637,0.0236,8,84.551,4,0.221,0.295,0.0496,Popular
65,The Weeknd,2018,Hurt You,6QdnKD1zwEgyOWtkrdzlOF,76,1Xyo4u8uXC1ZmMpatF05PJ,0.718,0.00261,5,183.932,4,0.361,0.476,0.263,Very Popular
66,Khalid,2018,OTW,6Hgh47WXVKtXN5zGOu0hjI,73,6LuN9FCkKOj5PcnpouEgny,0.678,3.26e-05,2,72.989,4,0.28,0.652,0.183,Popular
67,Nicki Minaj,2018,Chun-Li,1e4rwBPVI32vZtTJu7mJ4J,72,0hCNtLu0JehylgoiP8L4Gh,0.73,4.76e-05,6,128.943,5,0.474,0.686,0.278,Popular
68,Maroon 5,2018,What Lovers Do (feat. SZA),2j5hsQvApottzvTn4pFJWF,67,04gDigrS5kc9YWfZHwBETP,0.597,5.66e-06,5,110.001,4,0.419,0.799,0.0788,Popular
69,Halsey,2018,Without Me,5p7ujcrUXASCNwRaWNHR1C,77,26VFTg2z8YR0cCuwLzESi2,0.488,9.11e-06,6,136.041,4,0.533,0.752,0.297,Very Popular
70,Two Feet,2018,I Feel Like I'm Drowning,3aauaXWRgwCMoykMbI0Jq1,78,5sWHDYs0csV6RS48xBl0tH,0.577,0.00428,8,104.927,3,0.235,0.717,0.708,Very Popular
71,Vance Joy,2018,Saturday Sun,2RiBogNRfulkNf7fVbPOrJ,71,10exVja0key0uqUkk6LJRT,0.864,0.0,8,99.995,4,0.706,0.637,0.484,Popular
72,Diplo,2018,Wish - Trippie Mix,6IpvkngH89cA3hhPC84Leg,70,5fMUXHkw8R8eOP2RNVYEZX,0.832,0.0,9,93.991,4,0.666,0.561,0.232,Popular
73,The Weeknd,2018,Try Me,4ppTAJUbNXELZcoUaL90wo,75,1Xyo4u8uXC1ZmMpatF05PJ,0.679,0.000573,8,92.026,4,0.107,0.456,0.596,Very Popular
74,Cardi B,2018,Be Careful,2Yl4OmDby9iitgNWZPwxkd,69,4kYSro6naA4h99UJvo89HB,0.568,0.0,6,152.279,4,0.535,0.82,0.0256,Popular
75,George Ezra,2018,Shotgun,4ofwffwvvnbSkrMSCKQDaC,78,2ysnwxxNtSgbb9t1m2Ur4j,0.735,0.0,5,115.744,4,0.754,0.673,0.286,Very Popular
76,The Weeknd,2018,Wasted Times,7DKS0rX27cCEPsK0R6tFWS,74,1Xyo4u8uXC1ZmMpatF05PJ,0.678,1.42e-05,10,122.585,4,0.29,0.56,0.61,Popular
77,The Marías,2018,Cariño,55DyBUkjebkcYhDGfEXitR,71,2sSGPbdZJkaSE2AbcGOACx,0.385,0.0569,0,113.982,4,0.66,0.647,0.402,Popular
78,DJ Snake,2018,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4w8niZpiMy6qz1mntFA5uM,77,540vIaP2JwjQb9dm3aArA4,0.801,4.82e-06,8,95.881,4,0.617,0.842,0.157,Very Popular
79,Simple Plan,2018,I'm Just a Kid,6otiaV2fagE3s8IvP6WkwG,72,2p4FqHnazRucYQHyDCdBrJ,0.834,0.000102,1,110.065,4,0.422,0.527,0.00107,Popular
80,Sean Paul,2018,No Lie,48QmG1dfvMuYLxMPt7KSRA,83,3Isy6kedDrgPYoTS1dazA9,0.882,0.0,7,102.04,4,0.463,0.742,0.0466,Very Popular
81,5 Seconds of Summer,2018,Ghost Of You,1MhXdlCQPnO56T57MfmaRm,75,5Rl15oVamLq7FbSb0NNBNy,0.561,0.0,10,149.875,3,0.206,0.458,0.0965,Very Popular
82,BETWEEN FRIENDS,2018,affection,4LyIHEDbAWDeKV0JbVZae9,70,2HkSsS8O2U2gPhnCGVN5vn,0.565,1.68e-06,2,90.773,4,0.308,0.394,0.518,Popular
83,Kali Uchis,2018,Your Teeth In My Neck,54IbnYEdA3ymfxv07WgN3b,70,1U1el3k54VvEUzo3ybLPlM,0.604,1.65e-06,3,116.0,4,0.86,0.853,0.0696,Popular
84,Selena Gomez,2018,Back To You - From 13 Reasons Why – Season 2 Soundtrack,4hQ6UGyWQIGJmHSo0J88JW,76,0C8ZW7ezQVs4URX5aX7Kqx,0.724,1.68e-06,6,102.061,4,0.508,0.601,0.0945,Very Popular
85,Alec Benjamin,2018,If I Killed Someone For You,0WHi11uzahqpEtPGYCW6oQ,73,5IH6FPUwQTxPSXurCrcIov,0.605,2.91e-06,7,120.894,4,0.409,0.514,0.774,Popular
86,Imagine Dragons,2018,Bad Liar,2RSHsoi04658QL5xgQVov3,80,53XhwfbYqKCa1cC15pYq2q,0.637,0.0,3,177.913,4,0.0827,0.383,0.0722,Very Popular
87,Drake,2018,Jaded,4c2xt1trwYZpMqPWY35Xi9,69,3TVXtAsR1Inumwj472S9r4,0.271,0.0,0,116.019,4,0.0371,0.764,0.037,Popular
88,The Weeknd,2018,Pray For Me (with Kendrick Lamar),77UjLW8j5UAGAGVGhR5oUK,73,1Xyo4u8uXC1ZmMpatF05PJ,0.677,2.17e-05,2,100.584,4,0.188,0.735,0.0762,Popular
89,Kali Uchis,2018,Just A Stranger (feat. Steve Lacy),1HA2V2EfAgJUBVOju4YfiB,69,1U1el3k54VvEUzo3ybLPlM,0.672,0.0,9,108.031,4,0.641,0.745,0.127,Popular
90,Troye Sivan,2018,Strawberries & Cigarettes,3afkJSKX0EAMsJXTZnDXXJ,81,3WGpXCj9YhhfX11TToZcXP,0.537,0.0,9,83.909,4,0.25,0.578,0.162,Very Popular
91,Post Malone,2018,92 Explorer,1D2L6MefbXon28PzIk9I3r,71,246dkjvS1zLTtiykXe5h60,0.733,1.25e-06,7,146.046,4,0.861,0.798,0.265,Popular
92,Jacquees,2018,B.E.D.,1B6TmCvKjC4dopBohVW51x,72,4tMm1dU6Gn04VAZ9ClHcIZ,0.536,0.0,1,122.022,4,0.193,0.739,0.00368,Popular
93,King Princess,2018,1950,0CZ8lquoTX2Dkg7Ak2inwA,71,6beUvFUlKliUYJdLOXNj9C,0.535,4.7e-06,4,71.912,4,0.269,0.6,0.648,Popular
94,Strawberry Guy,2018,F Song,4z9KVNX4hmk672SJfhtQNz,71,1AbJ2cmwK400LSvdvBL5Jc,0.511,0.281,0,80.973,4,0.227,0.236,0.407,Popular
95,I DONT KNOW HOW BUT THEY FOUND ME,2018,Choke,37mfTcSlX60JtAvAETytGs,71,0Raaw7kr1Vzat4ZvHzjsJR,0.85,0.0,4,120.324,4,0.583,0.516,0.00139,Popular
96,Jeremy Zucker,2018,comethru,18uwL0vNUanqZH0ro2QcOP,78,3gIRvgZssIb9aiirIg0nI3,0.178,0.0,0,93.982,4,0.608,0.795,0.607,Very Popular
97,Twenty One Pilots,2018,Chlorine,23OXdR7YuUBVWh5hSnYJau,76,3YQKmKGau1PzlVlkL1iodx,0.674,0.06,10,90.009,4,0.315,0.609,0.0735,Very Popular
98,"Dream, Ivory",2018,welcome and goodbye,00RLNHc2jkEjUoCUlFgPVT,71,0qZyvjwZauLmrobrpJmvib,0.717,0.756,0,140.031,4,0.659,0.584,0.0194,Popular
99,BLACKPINK,2018,DDU-DU DDU-DU,4lQsB3ERTWSNaAN1IkuNRl,74,41MozSoPIsD1dJM0CLPjZF,0.828,0.0,4,140.042,4,0.393,0.668,0.036,Popular
100,ZAYN,2018,Dusk Till Dawn (feat. Sia) - Radio Edit,3e7sxremeOE3wTySiOhGiP,80,5ZsFI1h6hIdQRw2ti0hz81,0.437,1.32e-06,11,180.042,4,0.0951,0.259,0.102,Very Popular
101,girl in red,2018,girls,04OSnqlwlBJMvidYccraVz,72,3uwAm6vQy7kWPS2bciKWx9,0.447,0.0426,5,150.059,4,0.792,0.518,0.23,Popular
102,BTS,2018,FAKE LOVE,6m1TWFMeon7ai9XLOzdbiR,78,3Nrfpe0tUJi4K4DXYWgMUX,0.719,0.0,2,77.502,4,0.345,0.557,0.00267,Very Popular
103,Joji,2018,Will He,7wvwXi9Z66dcH5t202vVkN,72,3MZsBdqDrRTJihTHQrO6Dq,0.217,0.000163,10,116.014,4,0.0872,0.618,0.836,Popular
104,Russ,2018,Missin You Crazy,4ve2uzqdwnHr20G5YgMMqr,70,1z7b1Pr1rSlvWRzsW3HOrS,0.729,0.0,5,131.975,4,0.276,0.716,0.0991,Popular
105,TWICE,2018,What is Love,3zhbXKFjUDw40pTYyCgt1Y,76,7n2Ycct7Beij7Dj7meI4X0,0.909,0.0,8,169.966,4,0.569,0.574,0.0987,Very Popular
106,Marshmello,2018,FRIENDS,08bNPGLD8AhKpnnERrAc6G,79,64KEffDW9EtZ1y2vBYgq8T,0.88,0.0,9,95.079,4,0.534,0.626,0.205,Very Popular
107,BTS,2018,Euphoria,5YMXGBD6vcYP7IolemyLtK,78,3Nrfpe0tUJi4K4DXYWgMUX,0.799,0.0,2,104.996,4,0.57,0.637,0.394,Very Popular
108,Ariana Grande,2018,everytime,0WdR2AyLW1Drd3OUdwezM0,76,66CXWjxzNUsdJxJ2JdwvnR,0.614,0.0,10,148.152,4,0.658,0.71,0.186,Very Popular
109,Bebe Rexha,2018,I'm a Mess,04ZTP5KsCypmtCmQg5tH9R,74,64M6ah0SkkRsnPGtGiRAbb,0.694,0.0,11,97.005,4,0.216,0.63,0.00281,Popular
110,The 1975,2018,It's Not Living (If It's Not With You),3TgMcrV32NUKjEG2ujn9eh,76,3mIj9lX2MWuHmhNCA7LSCW,0.837,0.000378,1,121.227,4,0.526,0.618,0.000254,Very Popular
111,Drake,2018,Mob Ties,7rC5Pl8rQSX4myONQHYPBK,71,3TVXtAsR1Inumwj472S9r4,0.575,0.00131,4,86.009,4,0.491,0.754,0.045,Popular
112,Bazzi,2018,Fantasy,1i36kkhmhBxf4lYJscg5zK,74,4GvEc3ANtPPjt1ZJllr5Zl,0.668,3.2e-06,5,144.105,4,0.314,0.699,0.154,Popular
113,Khalid,2018,Saturday Nights,5kfNriitmkNE8mUbZ7gbq8,71,6LuN9FCkKOj5PcnpouEgny,0.44,3.02e-05,10,167.923,4,0.341,0.551,0.606,Popular
114,Eminem,2018,Killshot,1jo3TwNGCXfNdB5uba3ZVv,72,7dGJo4pcD2V6oG8kP0tJRR,0.651,0.0,0,105.835,4,0.6,0.893,0.0995,Popular
115,Jeremy Zucker,2018,all the kids are depressed,75ls0gurX68lUmMjE7QcsE,74,3gIRvgZssIb9aiirIg0nI3,0.437,2.42e-05,9,103.861,4,0.707,0.773,0.836,Popular
116,Lykke Li,2018,sex money feelings die,0g4fzRkbLeCDUCoe5iUOcf,73,6oBm8HB0yfrIc9IHbxs6in,0.534,3.42e-06,8,134.055,4,0.631,0.789,0.323,Popular
117,Alessia Cara,2018,Out Of Love,4WzhjxvLP95y7AMDy0Atwb,72,2wUjUUtkb5lvLKcGKsKqsR,0.267,0.0,7,117.64,3,0.137,0.481,0.8,Popular
118,Shawn Mendes,2018,In My Blood,2QZ7WLBE8h2y1Y5Fb8RYbH,75,7n2wHs1TKAczGzO7Dd2rGr,0.712,0.0,5,140.025,4,0.487,0.622,0.0573,Very Popular
119,Ozuna,2018,Solita,7rwX0O3RlxqqIjQM8evm5E,76,1i8SpTcr7yvPOmcqrbnVXY,0.633,0.0,10,138.038,4,0.325,0.807,0.0564,Very Popular
120,Teddy Hyde,2018,Sex with a Ghost,1Y2583xYzwiEXDetAB7H1Q,70,62DKpfVgNt372d3Zz6TRc7,0.329,0.00165,11,80.375,4,0.385,0.48,0.874,Popular
121,Panic! At The Disco,2018,"Hey Look Ma, I Made It",22oEJW6r2rMb9z4IntfyEa,69,20JZFwl6HVl6yg8a4H3ZqK,0.833,0.0,5,107.936,4,0.58,0.577,0.0137,Popular
122,Morat,2018,No Se Va,4khWEpnaijN0G1x019Uzdr,83,5C4PDR4LnhZTbVnKWXuDKD,0.685,0.0,0,92.042,4,0.754,0.734,0.117,Very Popular
123,Maroon 5,2018,Girls Like You (feat. Cardi B) - Cardi B Version,6V1bu6o1Yo5ZXnsCJU8Ovk,67,04gDigrS5kc9YWfZHwBETP,0.541,0.0,0,124.959,4,0.448,0.851,0.568,Popular
124,Joji,2018,WANTED U,0Y9D1Bc4fAkeZnVsGKdij6,69,3MZsBdqDrRTJihTHQrO6Dq,0.715,0.0495,7,82.977,4,0.29,0.305,0.105,Popular
125,Lil Wayne,2018,Mona Lisa (feat. Kendrick Lamar),0dbTQYW3Ad1FTzIA9t90E8,68,55Aa2cqylxrFIXC767Z865,0.694,0.0,2,122.08,4,0.489,0.856,0.371,Popular
126,Kacey Musgraves,2018,Butterflies,30VHURM5NOfoZmqp2iKawS,68,70kkdajctXSbqSMJbQO424,0.614,1.95e-05,4,141.97,4,0.411,0.689,0.252,Popular
127,Cardi B,2018,I Do (feat. SZA),1f5PNhkNgUpvDEeZfcIlO1,67,4kYSro6naA4h99UJvo89HB,0.473,2.58e-05,7,135.065,4,0.438,0.886,0.27,Popular
128,Eminem,2018,Venom - Music From The Motion Picture,2SL6oP2YAEQbqsrkOzRGO4,75,7dGJo4pcD2V6oG8kP0tJRR,0.794,0.0,0,135.959,4,0.46,0.749,0.0193,Very Popular
129,Marshmello,2018,Spotlight,6VrCmhRBFnuGKmtNfk4jDs,72,64KEffDW9EtZ1y2vBYgq8T,0.822,0.0,7,150.06,4,0.615,0.546,0.0145,Popular
130,Joji,2018,CAN'T GET OVER YOU (feat. Clams Casino),39oeKRgsLeynDIbWuXyA47,70,3MZsBdqDrRTJihTHQrO6Dq,0.316,0.0771,9,129.914,4,0.844,0.9,0.684,Popular
131,Peach Pit,2018,Alrighty Aphrodite,6OiRh4kttAs1YWglvTcYkB,69,6fC2AcsQtd9h4BWELbbire,0.724,0.0929,6,81.846,4,0.503,0.534,0.00605,Popular
132,Still Woozy,2018,Lucy,5RxpYHVbGJPOvSEATQyg9P,69,4iMO20EPodreIaEl8qW66y,0.537,0.000258,6,84.46,4,0.846,0.647,0.43,Popular
133,Alec Benjamin,2018,Boy In The Bubble,60cYr5uuMoxvyuIx45rGEW,69,5IH6FPUwQTxPSXurCrcIov,0.578,0.00103,11,143.982,4,0.851,0.817,0.224,Popular
134,The 1975,2018,Love It If We Made It,6WmIyn2fx1PKQ0XDpYj4VR,72,3mIj9lX2MWuHmhNCA7LSCW,0.745,2.74e-05,4,180.06,4,0.0631,0.472,0.000607,Popular
135,Doja Cat,2018,Candy,1VJwtWR6z7SpZRwipI12be,71,5cj0lLjcoR7YOSnhnX0Po5,0.516,0.0,8,124.876,4,0.209,0.689,0.513,Popular
136,Conan Gray,2018,Lookalike,4K3gM7kzX4POAfrs71HomN,71,4Uc8Dsxct0oMqx0P6i60ea,0.302,7.63e-06,10,121.645,4,0.173,0.434,0.766,Popular
137,Kacey Musgraves,2018,Rainbow,79qxwHypONUt3AFq0WPpT9,69,70kkdajctXSbqSMJbQO424,0.197,0.0,3,130.367,4,0.349,0.581,0.88,Popular
