,artist_name,year,track_name,track_id,track_popularity,artist_id,energy,instrumentalness,key,tempo,time_sig,valence,danceability,acousticness,popularity_level
1981,Taylor Swift,2020,marjorie,12ntTeqEeTg7GAVpe8Mhpl,71,06HL4z0CvFAxyc27GXpf02,0.561,0.000136,5,96.103,4,0.287,0.535,0.876,Popular
1982,Wild Rivers,2020,Thinking 'Bout Love,42UaitnwvuKqNcD5Oa2HlD,71,59sBwR0jPSTrbMtuTkRPN5,0.324,0.0,5,141.8,4,0.388,0.733,0.479,Popular
1983,Jack Harlow,2020,I WANNA SEE SOME ASS (feat. jetsonmade),2aWVaW1p2kUc5yuKwBmRJi,72,2LIk90788K0zvyj2JJVwkJ,0.691,0.000451,0,107.951,4,0.865,0.899,0.18,Popular
1984,Machine Gun Kelly,2020,forget me too (feat. Halsey),1VSuFS7PahCN3SWbOcQ98m,72,6TIYQ3jFPwQSRmorSezPxX,0.875,0.0086,1,99.975,4,0.522,0.654,0.000417,Popular
1985,DJ Khaled,2020,POPSTAR (feat. Drake),6EDO9iiTtwNv6waLwa1UUq,74,0QHgL1lAIqAw0HtD7YldmP,0.56,0.0,5,163.071,4,0.45,0.8,0.057,Popular
1986,Tiësto,2020,The Business,6f3Slt0GbA2bPZlz0aIFXN,82,2o5jDhtHVPhrJdv3cEQ99Z,0.62,0.0192,8,120.031,4,0.235,0.798,0.414,Very Popular
1987,Jonas Brothers,2020,What A Man Gotta Do,4wNIkl5XGiAACjFBlDWuSd,73,7gOdHgIoIKoe4i9Tta6qdD,0.698,1.03e-06,9,113.039,4,0.324,0.852,0.00839,Popular
1988,Wizkid,2020,Essence (feat. Tems),5FG7Tl93LdH117jEKYl3Cm,74,3tVQdUvClmAT7URs9V3rsp,0.707,8.58e-06,0,104.027,4,0.602,0.849,0.0266,Popular
1989,Conan Gray,2020,Wish You Were Sober,0kn2gu8Pd03DiYHzRvX2Xk,76,4Uc8Dsxct0oMqx0P6i60ea,0.728,0.0,2,91.071,4,0.696,0.701,0.0178,Very Popular
1990,Stellar,2020,Ashes,3Pj6u2KTgepyyidp5xfbHp,74,5yw4tA8D5uG7tT3NaDvq10,0.568,0.0,5,130.019,4,0.46,0.712,0.0947,Popular
1991,Zoe Wees,2020,Control,50Td3qilgs8BLtv8mHyT1t,78,03d2mJXSMtuPI0nIvLnhoS,0.465,1.57e-06,4,113.82,4,0.0678,0.599,0.643,Very Popular
1992,Joel Corry,2020,Head & Heart (feat. MNEK),6cx06DFPPHchuUAcTxznu9,79,6DgP9otnZw5z6daOntINxp,0.874,1.14e-05,8,122.953,4,0.905,0.734,0.168,Very Popular
1993,Doja Cat,2020,Freak,3aA6xB0tOilDDX17fIJ0Bl,71,5cj0lLjcoR7YOSnhnX0Po5,0.716,0.0,7,116.912,3,0.373,0.688,0.0969,Popular
1994,Taylor Swift,2020,gold rush,5BK0uqwY9DNfZ630STAEaq,72,06HL4z0CvFAxyc27GXpf02,0.462,0.166,9,112.05,4,0.353,0.512,0.83,Popular
1995,Nelly,2020,Lil Bit,0NmuYnjETG3u3qx0OmEJev,70,2gBjLmx6zQnFGQJCAQpRgw,0.689,0.0,4,119.987,4,0.41,0.707,0.0255,Popular
1996,Miley Cyrus,2020,Plastic Hearts,6qCsKKS7Ol63SJW3LOIX5R,73,5YGY8feqx7naU7z4HrwZM6,0.756,0.0,2,175.984,4,0.618,0.551,0.0511,Popular
1997,Dua Lipa,2020,Physical,3AzjcOeAmA57TIOr9zF1ZW,78,6M2wZ9GZgrQXHCFfjv46we,0.844,0.000658,0,146.967,4,0.746,0.647,0.0137,Very Popular
1998,Russ,2020,BEST ON EARTH (feat. BIA) - Bonus,0xKBkLcF71uUQeTA7FSu4A,69,1z7b1Pr1rSlvWRzsW3HOrS,0.748,0.0,5,90.006,4,0.597,0.846,0.188,Popular
1999,Dominic Fike,2020,Why,1xLs8Mu1QEVbGCpyHQ2r2U,70,6USv9qhCn6zfxlBQIYJ9qs,0.856,0.00728,6,117.027,4,0.343,0.684,0.342,Popular
2000,Kehlani,2020,Can I,0uDdI4fAXCuNhQbmxENdsO,69,0cGUm45nv7Z6M6qdXYQGTX,0.791,0.0,1,119.537,4,0.612,0.574,0.419,Popular
2001,Phoebe Bridgers,2020,Moon Song,46RNrAkGsqWTDrv2ZPOAbx,71,1r1uxoy19fzMxunt3ONAkG,0.243,0.00369,1,154.909,3,0.183,0.339,0.869,Popular
2002,Marshmello,2020,Be Kind (with Halsey),3Z8FwOEN59mRMxDCtb8N0A,76,64KEffDW9EtZ1y2vBYgq8T,0.633,0.0,4,93.995,4,0.452,0.63,0.00776,Very Popular
2003,Kehlani,2020,Toxic,5nexAvWNhwg51EavnDgViy,71,0cGUm45nv7Z6M6qdXYQGTX,0.453,0.00101,7,111.737,4,0.0405,0.653,0.307,Popular
2004,Sara Kays,2020,Remember That Night?,1nYzjrdVQ8RpF93M0jPFW7,74,7Lk9V7E1u5gqSHmtcKlOqH,0.61,9.51e-05,7,123.978,4,0.554,0.679,0.585,Popular
2005,Billie Eilish,2020,No Time To Die,73SpzrcaHk0RQPFP73vqVR,77,6qqNVTkY8uBg9cP3Jd7DAH,0.219,0.0104,4,73.537,4,0.0517,0.38,0.917,Very Popular
2006,JAWNY,2020,Honeypie,6FfLg6FFqhCsrFOaHIGkg0,75,25pd339V2rRJo84USlcSRP,0.688,0.0,5,115.035,4,0.935,0.74,0.061,Very Popular
2007,Joyner Lucas,2020,Isis (feat. Logic),4h7qcXBtaOJnmrapxoWxGf,71,6C1ohJrd5VydigQtaGy5Wa,0.936,0.0,1,120.004,4,0.758,0.884,0.206,Popular
2008,Sean Kingston,2020,Eenie Meenie,45O0tUN9Bh6LH4eNxQ07AT,65,6S0dmVVn4udvppDhZIWxCr,0.639,0.0,1,121.212,4,0.836,0.734,0.0348,Popular
2009,Matt Maltese,2020,Intolewd,79rfskJwK9NLN3p5cdccth,74,12j6dJrPXanCBwY599pZxf,0.203,0.194,7,85.092,4,0.637,0.759,0.91,Popular
2010,Taylor Swift,2020,seven,6KJqZcs9XDgVck7Lg9QOTC,72,06HL4z0CvFAxyc27GXpf02,0.488,2.7e-05,4,94.926,4,0.415,0.596,0.9,Popular
2011,Ellie Goulding,2020,Hate Me,15og0pCEcTFWEXOFKdcJlU,71,0X2BH1fck6amBIoJhDVmmJ,0.789,0.0,8,75.018,4,0.762,0.64,0.0875,Popular
2012,Blxst,2020,Chosen (feat. Ty Dolla $ign),1dIWPXMX4kRHj6Dt2DStUQ,75,4qXC0i02bSFstECuXP2ZpL,0.767,0.0,2,93.421,4,0.605,0.571,0.336,Very Popular
2013,Sir Chloe,2020,Animal,2RZWiishrE4Tygv9R7zuZe,70,6rniTPs9zN26kYnkPdFl1U,0.457,1.25e-06,7,82.825,4,0.342,0.495,0.407,Popular
2014,Maluma,2020,Hawái,1yoMvmasuxZfqHEipJhRbp,79,1r4hJ1h58CWwUQe3MxPuau,0.727,2.46e-05,6,180.067,4,0.558,0.783,0.185,Very Popular
2015,Machine Gun Kelly,2020,bloody valentine,6mADjHs6FXdroPzEGW6KVJ,71,6TIYQ3jFPwQSRmorSezPxX,0.858,0.0,2,160.057,4,0.506,0.533,0.00021,Popular
2016,Sam Smith,2020,Fire On Fire,7t3Xdbufg7q2onVsR8RBdY,77,2wY79sveU1sp5g7SokKOiI,0.408,0.0,1,115.129,4,0.333,0.584,0.476,Very Popular
2017,Billie Eilish,2020,Therefore I Am,54bFM56PmE4YLRnqpW6Tha,75,6qqNVTkY8uBg9cP3Jd7DAH,0.34,0.13,11,94.009,4,0.716,0.889,0.218,Very Popular
2018,Orion Sun,2020,Mirage,1w327AHTCoChRIkJUprAnV,70,2efrqekWSHlvhATD50AG3m,0.468,0.673,9,117.095,4,0.47,0.683,0.87,Popular
2019,The Kid LAROI,2020,Diva (feat. Lil Tecca),7gVwgc8b3XnO87TpmXXFA5,70,2tIP7SsRs7vjIcLrU85W8J,0.703,0.0,6,144.902,4,0.457,0.686,0.00728,Popular
2020,COIN,2020,Crash My Car,5SN3mwuodiwY3jPejBuUD5,67,0ZxZlO7oWCSYMXhehpyMvE,0.646,0.00483,5,183.571,5,0.529,0.244,0.00178,Popular
2021,Lauv,2020,i'm so tired...,7LpMG3AEaIJgs62HQhAa91,75,5JZ7CnR6gTvEMKX4g70Amv,0.735,0.0,11,101.252,4,0.498,0.548,0.173,Very Popular
2022,Stray Kids,2020,Back Door,0XuepwFJUcKN8T5zTqoP0F,74,2dIgFjalVxs4ThymZ67YCE,0.842,0.0,7,107.952,4,0.653,0.82,0.157,Popular
2023,BLACKPINK,2020,Lovesick Girls,4Ws314Ylb27BVsvlZOy30C,74,41MozSoPIsD1dJM0CLPjZF,0.707,0.0,6,127.97,4,0.448,0.654,0.00559,Popular
2024,Penelope Scott,2020,Lotta True Crime,18jbMG8etanCMt6C5wFRDa,69,3u6lPufHw4Oww6D88rv6sB,0.407,0.0645,8,159.089,4,0.403,0.504,0.325,Popular
2025,MEDUZA,2020,Paradise (feat. Dermot Kennedy),6ft4hAq6yde8jPZY2i5zLr,78,0xRXCcSX89eobfrshSVdyu,0.595,0.0,8,124.114,4,0.435,0.632,0.0689,Very Popular
2026,H.E.R.,2020,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)",6MO2bfLHKykUgCChFdw91H,71,3Y7RZ31TRPVadSFVy1o8os,0.513,0.000102,1,96.981,4,0.17,0.816,0.0145,Popular
2027,Cigarettes After Sex,2020,You're All I Want,0EUw3ZK8Ti14t6R6FOP8Ty,67,1QAJqy2dA3ihHBFIHRphZj,0.47,0.821,5,92.653,4,0.282,0.438,0.357,Popular
2028,BLACKPINK,2020,Pretty Savage,1XnpzbOGptRwfJhZgLbmSr,74,41MozSoPIsD1dJM0CLPjZF,0.556,0.000122,9,152.045,4,0.333,0.701,0.00886,Popular
2029,BTS,2020,Life Goes On,5FVbvttjEvQ8r2BgUcJgNg,78,3Nrfpe0tUJi4K4DXYWgMUX,0.716,0.0,1,81.068,4,0.45,0.566,0.00691,Very Popular
2030,TWICE,2020,I CAN'T STOP ME,37ZtpRBkHcaq6hHy0X98zn,75,7n2Ycct7Beij7Dj7meI4X0,0.88,0.0,10,150.084,4,0.769,0.657,0.121,Very Popular
2031,Halsey,2020,Graveyard,2ufmtcIFdFpuUYBPXK5f67,69,26VFTg2z8YR0cCuwLzESi2,0.583,4.48e-05,11,92.043,4,0.187,0.667,0.231,Popular
2032,Taylor Swift,2020,ivy,19CSr8rwW05VJL2F91KFNK,69,06HL4z0CvFAxyc27GXpf02,0.545,1.97e-05,2,88.856,4,0.535,0.515,0.855,Popular
2033,Phoebe Bridgers,2020,Savior Complex,5BN59BDczcpxstFKILIH0q,69,1r1uxoy19fzMxunt3ONAkG,0.44,0.0196,4,128.999,3,0.224,0.377,0.931,Popular
2034,Joji,2020,Daylight,6Ed1q0X8oSKSm4IIhiQbYg,70,3MZsBdqDrRTJihTHQrO6Dq,0.749,9.6e-05,7,163.944,4,0.729,0.528,0.00488,Popular
2035,Sir Chloe,2020,Too Close,7M6KOBCfPzWqbkiaXnm7bd,69,6rniTPs9zN26kYnkPdFl1U,0.558,0.0,9,165.987,4,0.538,0.42,0.167,Popular
2036,Olivia Rodrigo,2020,All I Want,1v6svH1Fyx9C1nIt1mA2DT,74,1McMsnEElThX1knmY4oliG,0.43,0.0,0,77.599,3,0.129,0.376,0.0902,Popular
2037,Dreamer Isioma,2020,Sensitive,06DPYEqSX1jMaxvnXNVshB,68,6u6AbTVrbabv27DLcSrF8i,0.65,3.9e-05,7,89.729,4,0.354,0.604,0.164,Popular
2038,Jason Derulo,2020,Take You Dancing,59qrUpoplZxbIZxk6X0Bm3,76,07YZf4WDAMNwqr4jfgOZ8y,0.711,0.0,2,112.985,4,0.753,0.789,0.0332,Very Popular
2039,Justin Bieber,2020,Holy (feat. Chance The Rapper),5u1n1kITHCxxp8twBcZxWy,72,1uNFoZAHBGtllmzznpCI3s,0.704,0.0,6,86.919,4,0.372,0.673,0.196,Popular
2040,Taylor Swift,2020,cowboy like me,1XjHRolIXL2M1EEOUsGGR4,69,06HL4z0CvFAxyc27GXpf02,0.517,0.000155,0,127.967,4,0.511,0.604,0.768,Popular
2041,Jack Harlow,2020,Already Best Friends (feat. Chris Brown),4RKJRRd4VJfZWiqQTYsleE,71,2LIk90788K0zvyj2JJVwkJ,0.575,0.0,10,103.005,4,0.872,0.873,0.0891,Popular
2042,TOMORROW X TOGETHER,2020,Blue Hour,3ObPkJQAgjAhTwYvDhPrAW,73,0ghlgldX5Dd6720Q3qFyQB,0.82,0.0,3,112.005,4,0.746,0.71,0.00962,Popular
2043,DJ Khaled,2020,GREECE (feat. Drake),35RJhm1pEovTBwnNR0zWad,72,0QHgL1lAIqAw0HtD7YldmP,0.343,1.04e-06,5,85.84,4,0.229,0.695,0.0743,Popular
2044,Jawsh 685,2020,Savage Love (Laxed - Siren Beat),1xQ6trAsedVPCdbtDAmk0c,76,56mfhUDKa1vec6rSLZV5Eg,0.481,0.0,0,150.076,4,0.761,0.767,0.234,Very Popular
2045,BTS,2020,Filter,4bZZVcgWWMWPBwzTTp642w,76,3Nrfpe0tUJi4K4DXYWgMUX,0.762,0.0,10,110.043,4,0.859,0.779,0.0224,Very Popular
2046,Giveon,2020,Favorite Mistake,4rHIfYRQw6ittRQXAlurk0,68,4fxd5Ee7UefO4CUXgwJ7IP,0.409,0.0,7,170.123,4,0.138,0.535,0.777,Popular
2047,Ty Dolla $ign,2020,Spicy (feat. Post Malone),5IUtvfNvOyVYZUa6AJFrnP,72,7c0XG5cIJTrrAgEC3ULPiq,0.51,0.0,4,99.993,4,0.118,0.782,0.143,Popular
2048,The Neighbourhood,2020,Devil's Advocate,4XfI7M5gLwEY84gYiH4RDD,71,77SW9BnxLY8rJ0RciFqkHh,0.681,0.139,11,98.004,4,0.864,0.662,0.0321,Popular
2049,VOILÀ,2020,Figure You Out,2bFGGsScXp2Tu10jKMCKO6,70,6NnBBumbcMYsaPTHFhPtXD,0.491,3.18e-05,11,94.912,4,0.537,0.631,0.508,Popular
2050,Conan Gray,2020,Comfort Crowd,6uaBrivDHCaV0uBTiwHTUi,69,4Uc8Dsxct0oMqx0P6i60ea,0.431,1.94e-06,0,90.941,4,0.404,0.678,0.163,Popular
2051,Miley Cyrus,2020,Heart Of Glass (Live from the iHeart Festival),5GK1GYXH16RdfmltogHhAk,73,5YGY8feqx7naU7z4HrwZM6,0.908,4.84e-05,4,115.016,4,0.427,0.58,0.000335,Popular
2052,Kali Uchis,2020,fue mejor (feat. SZA),4AIiCP2scA6jt6jAKfkvTX,68,1U1el3k54VvEUzo3ybLPlM,0.384,0.000227,5,106.002,4,0.23,0.769,0.239,Popular
2053,Claire Rosinkranz,2020,Backyard Boy,04F42oEuKrRComYJfJuyVR,70,3V0ZQW0dNuVaFtbVYgSI24,0.635,0.0,5,138.015,4,0.454,0.817,0.323,Popular
2054,TWICE,2020,CRY FOR ME,2xtP8RNbo2BEMzLX7tK7aq,73,7n2Ycct7Beij7Dj7meI4X0,0.692,0.0,10,144.896,4,0.419,0.702,0.0542,Popular
2055,Lil Nas X,2020,HOLIDAY,6zFMeegAMYQo0mt8rXtrli,74,7jVv8c5Fj3E9VhNjxT4snq,0.511,0.0,5,151.947,4,0.837,0.81,0.12,Popular
2056,Billie Eilish,2020,my future,2ygvZOXrIeVL4xZmAWJT2C,72,6qqNVTkY8uBg9cP3Jd7DAH,0.309,0.132,8,104.745,4,0.0875,0.444,0.795,Popular
2057,BTS,2020,Black Swan,2EmcTFQ1rM11wp2ztsXTHa,75,3Nrfpe0tUJi4K4DXYWgMUX,0.757,0.0,2,147.024,4,0.489,0.719,0.137,Very Popular
2058,K/DA,2020,VILLAIN,3QSjVPObHxuAJc3E5nrjRn,73,4gOc8TsQed9eqnqJct2c5v,0.634,0.0,5,160.013,4,0.306,0.653,0.0232,Popular
2059,Penelope Scott,2020,Feel Better,0mfHN9LcAPidSI3JCPqYml,68,3u6lPufHw4Oww6D88rv6sB,0.335,0.0111,4,87.49,4,0.343,0.594,0.747,Popular
2060,Phoebe Bridgers,2020,Garden Song,5bIgzvxvlefRUCQK9JPocF,68,1r1uxoy19fzMxunt3ONAkG,0.274,0.00658,0,100.255,4,0.169,0.426,0.856,Popular
2061,Justin Bieber,2020,Intentions,364dI1bYnvamSnBJ8JcNzN,72,1uNFoZAHBGtllmzznpCI3s,0.553,0.0,9,148.014,4,0.86,0.811,0.317,Popular
2062,Kygo,2020,Lose Somebody,1sgDyuLooyvEML4oHspNza,73,23fqKkggKUBHNkbKtXEls4,0.586,0.0,1,147.988,4,0.507,0.58,0.344,Popular
2063,UPSAHL,2020,People I Don't Like,5srKMwXoeyrRnyTnNbpgIW,69,1294QqYm1VuxxjRiL9M0h9,0.573,0.0,11,90.036,4,0.551,0.747,0.268,Popular
2064,Taylor Swift,2020,peace,7MbT4I8qGntX4fMdqMQgke,69,06HL4z0CvFAxyc27GXpf02,0.272,1.73e-05,5,150.044,4,0.339,0.647,0.918,Popular
2065,Jack Harlow,2020,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",0ZLuW8uOXdFNWcI40C0OC2,69,2LIk90788K0zvyj2JJVwkJ,0.723,0.0,11,145.013,4,0.835,0.904,0.0631,Popular
2066,The Weeknd,2020,Escape From LA,1sOW4PuG5X3Ie3EXUhAopJ,71,1Xyo4u8uXC1ZmMpatF05PJ,0.524,0.00316,5,145.74,4,0.168,0.404,0.0456,Popular
2067,Machine Gun Kelly,2020,drunk face,3k0YJnqMKRZb8swo86vCkq,69,6TIYQ3jFPwQSRmorSezPxX,0.77,0.0,7,90.024,4,0.344,0.691,0.0282,Popular
2068,Bring Me The Horizon,2020,Kingslayer (feat. BABYMETAL),7CAbF0By0Fpnbiu6Xn5ZF7,74,1Ffb6ejR6Fe5IamqA5oRUF,0.929,0.00109,1,92.541,4,0.428,0.434,0.000207,Popular
2069,Taylor Swift,2020,"no body, no crime (feat. HAIM)",3RaT22zZsxVYxxKR7TAaYF,69,06HL4z0CvFAxyc27GXpf02,0.613,0.0,7,79.015,4,0.535,0.546,0.418,Popular
2070,Joji,2020,Like You Do,1MONUudxAjEk76FJvzGhuD,72,3MZsBdqDrRTJihTHQrO6Dq,0.199,0.00852,10,66.454,4,0.0783,0.582,0.953,Popular
2071,Ariana Grande,2020,just like magic,7Dx9Z6Aon1qPS2N0rHSWTe,70,66CXWjxzNUsdJxJ2JdwvnR,0.607,0.0,8,128.006,4,0.464,0.719,0.08,Popular
2072,Noah Cyrus,2020,Lonely,6U1iuA5QfzYRPJxvdcxqtf,69,55fhWPvDiMpLnE4ZzNXZyW,0.281,0.0,5,122.442,4,0.341,0.53,0.798,Popular
2073,ROLE MODEL,2020,blind,0NuWgxEp51CutD2pJoF4OM,68,1dy5WNgIKQU6ezkpZs4y8z,0.663,0.000297,0,150.091,4,0.686,0.765,0.141,Popular
2074,MisterWives,2020,SUPERBLOOM,2HvtedoEeymVWrBPyAMNwZ,65,5ivCbtrcD5N4rD337xIb2z,0.889,0.000387,8,170.102,4,0.716,0.558,0.191,Popular
2075,Melanie Martinez,2020,Fire Drill,6TNWeqDnqdqIQWYMWZmzTA,68,63yrD80RY3RNEM2YDpUpO8,0.596,0.0,9,116.887,4,0.378,0.762,0.29,Popular
2076,Peach Pit,2020,Shampoo Bottles,2INUkDPCO1eQlOFmIN5VAC,66,6fC2AcsQtd9h4BWELbbire,0.436,0.0,8,107.019,4,0.333,0.648,0.0232,Popular
2077,Dua Lipa,2020,Pretty Please,6DXZiYUbrYgrVIhfX3U9Z2,72,6M2wZ9GZgrQXHCFfjv46we,0.474,5.5e-06,1,106.976,4,0.656,0.906,0.0311,Popular
2078,Frances Forever,2020,space girl,7FjIYiD53wxlQmzTT6Wdpf,67,5uuqghaOBgtv92jDyDveQl,0.395,0.000196,9,125.979,4,0.196,0.669,0.332,Popular
2079,Vedo,2020,You Got It,4lsHZ92XCFOQfzJFBTluk8,70,3wVXTWabe3viT0jF7DfjOL,0.433,0.0,5,122.074,4,0.394,0.762,0.143,Popular
2080,Maluma,2020,Hawái - Remix,0GzuHFG4Ql6DoyxFRnIk3F,72,1r4hJ1h58CWwUQe3MxPuau,0.788,5.81e-06,6,179.984,4,0.609,0.766,0.105,Popular
2081,Omar Apollo,2020,Useless,7dJN4NWQuqCjWwIT3UwOps,66,5FxD8fkQZ6KcsSYupDVoSO,0.565,0.00174,5,89.895,4,0.545,0.612,0.585,Popular
2082,LiSA,2020,紅蓮華,0qMip0B2D4ePEjBJvAtYre,75,0blbVefuxOGltDBa00dspv,0.977,5.13e-05,4,134.938,4,0.263,0.541,0.00321,Very Popular
2083,Drake,2020,Toosie Slide,127QTOFJsJQp5LbJbu3A1y,74,3TVXtAsR1Inumwj472S9r4,0.454,6.15e-06,1,81.618,4,0.837,0.834,0.321,Popular
2084,Conan Gray,2020,Fight or Flight,0yfDVYKVKYrHknz9gVOlQr,68,4Uc8Dsxct0oMqx0P6i60ea,0.552,0.0,0,142.528,4,0.569,0.397,0.363,Popular
2085,Shawn Mendes,2020,Wonder,6ZuahEctZD6w75peme58hm,71,7n2wHs1TKAczGzO7Dd2rGr,0.631,2.29e-05,1,139.774,4,0.129,0.442,0.136,Popular
2086,Taylor Swift,2020,mad woman,2QDyYdZyhlP2fp79KZX8Bi,68,06HL4z0CvFAxyc27GXpf02,0.699,1.68e-05,3,141.916,4,0.506,0.592,0.655,Popular
2087,Rauw Alejandro,2020,Pensándote,2wnhst8yHA4gKuojAgZedh,69,1mcTU81TzQhprhouKaTkpq,0.655,0.00165,1,170.023,4,0.56,0.79,0.464,Popular
2088,Sam Hunt,2020,Hard To Forget,10xuH52YSXHWFwCaF1fsDd,64,2kucQ9jQwuD8jWdtR9Ef38,0.689,0.0,4,130.069,4,0.664,0.689,0.23,Somewhat Popular
2089,Dominic Fike,2020,Wurli,5MSshyHGM9ajWSEoBcR0jv,66,6USv9qhCn6zfxlBQIYJ9qs,0.837,0.0216,11,91.968,4,0.0787,0.482,0.385,Popular
2090,Ariana Grande,2020,safety net (feat. Ty Dolla $ign),14gkWVFMwdxBMyqBw1wmIg,69,66CXWjxzNUsdJxJ2JdwvnR,0.599,0.0,1,161.884,4,0.0916,0.552,0.0703,Popular
2091,Stellar,2020,Blur,16Azhyv8164hYxI8Ax3F5k,70,5yw4tA8D5uG7tT3NaDvq10,0.6,0.0,5,125.954,4,0.694,0.834,0.245,Popular
2092,The Weeknd,2020,Alone Again,6b5P51m8xx2XA6U7sdNZ5E,70,1Xyo4u8uXC1ZmMpatF05PJ,0.652,0.111,4,65.375,4,0.0599,0.218,0.033,Popular
2093,Lady Gaga,2020,Stupid Love,7yBbV2k2S2uhaQc24NF2xt,71,1HY2Jd0NmPuamShAr6KMms,0.825,0.000122,8,117.987,4,0.784,0.68,0.00173,Popular
2094,KAI,2020,Mmmh,5dntGTbUtmUO239wQ0k3yM,73,6iVo62B0bdTknRcrktCmak,0.718,1.01e-06,7,136.96,4,0.297,0.659,0.202,Popular
2095,Phoebe Bridgers,2020,ICU,0Jm0RTOlF7DsbQ689QclaF,67,1r1uxoy19fzMxunt3ONAkG,0.649,0.00569,2,133.976,4,0.397,0.511,0.418,Popular
2096,Miley Cyrus,2020,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),1Tip6R4swhC7E6hgILBjrE,69,5YGY8feqx7naU7z4HrwZM6,0.737,7.16e-06,4,109.95,4,0.278,0.681,0.0291,Popular
2097,Remi Wolf,2020,Disco Man,0T7aTl1t15HKHfwep4nANV,65,0NB5HROxc8dDBXpkIi1v3d,0.682,0.0131,6,84.985,4,0.854,0.686,0.0443,Popular
2098,Calvin Harris,2020,Over Now (with The Weeknd),58AGoOGbwsQMhBbH0eFLRR,71,7CajNmpbOovFoOoasH2HaY,0.884,0.00132,4,178.043,4,0.679,0.612,0.0759,Popular
2099,The Weeknd,2020,Faith,3orEOtd8CPL8GFlpRpKuoE,70,1Xyo4u8uXC1ZmMpatF05PJ,0.605,0.0448,0,175.946,4,0.128,0.375,0.612,Popular
2100,Sam Hunt,2020,Breaking Up Was Easy In The 90's,4sf2L157iEgAR7yrCNLgSq,64,2kucQ9jQwuD8jWdtR9Ef38,0.649,0.0,9,145.913,4,0.376,0.562,0.231,Somewhat Popular
2101,Camilo,2020,La Mitad,63Zaf8Rci6eOUPqDQ4fUFx,76,28gNT5KBp7IjEOQoevXf9N,0.443,0.0,7,97.194,4,0.763,0.724,0.73,Very Popular
2102,Niall Horan,2020,Black And White,7rpNuuoMbid56XkDsx2FjE,70,1Hsdzj7Dlq2I7tHP7501T4,0.582,0.0,2,147.589,4,0.239,0.443,0.0301,Popular
2103,Joji,2020,Gimme Love,0HItcI6qN6Dr4MC3CZryQh,69,3MZsBdqDrRTJihTHQrO6Dq,0.632,0.0243,5,126.384,3,0.0736,0.484,0.695,Popular
2104,ITZY,2020,WANNABE,4pspYVQGFHLPEFgQPD1J7e,74,2KC9Qb60EaY0kW4eH68vr3,0.911,0.000179,6,122.035,4,0.64,0.809,0.00795,Popular
2105,Lauv,2020,Who,0pSqYDTjY1Xt86usTQslAx,75,5JZ7CnR6gTvEMKX4g70Amv,0.337,0.0,11,141.701,3,0.0982,0.632,0.558,Very Popular
2106,Dua Lipa,2020,Love Again,4rPkN1FMzQyFNP9cLUGIIB,75,6M2wZ9GZgrQXHCFfjv46we,0.667,2.85e-05,11,115.982,4,0.468,0.659,0.00173,Very Popular
2107,Matt Maltese,2020,Krystal,5JJPfHpByZ66XsEyCNVi2p,69,12j6dJrPXanCBwY599pZxf,0.509,0.784,3,153.563,4,0.37,0.521,0.738,Popular
2108,Rauw Alejandro,2020,Reloj,4loQgPwJHocL3dFwLfjb1J,71,1mcTU81TzQhprhouKaTkpq,0.537,3.75e-06,8,175.965,4,0.608,0.823,0.176,Popular
2109,Phoebe Bridgers,2020,Graceland Too,1WCjhRs2WBgyeGaybCX2Po,66,1r1uxoy19fzMxunt3ONAkG,0.338,0.0,10,149.552,4,0.351,0.448,0.871,Popular
2110,Conan Gray,2020,The Cut That Always Bleeds,7wTqEW5nrMhvyEhEyTnOMd,67,4Uc8Dsxct0oMqx0P6i60ea,0.413,0.0,0,136.116,4,0.246,0.489,0.59,Popular
2111,Kali Uchis,2020,angel,5exEU6LbxN4T4sY1nV5NfV,66,1U1el3k54VvEUzo3ybLPlM,0.595,0.000489,9,124.028,4,0.64,0.773,0.23,Popular
2112,Ozuna,2020,Caramelo - Remix,67jvGGbJmOmVonlyX3mNkV,74,1i8SpTcr7yvPOmcqrbnVXY,0.772,9.19e-05,3,168.062,4,0.586,0.755,0.0605,Popular
2113,Lizzy McAlpine,2020,Pancakes for Dinner,1WThEmIxSyaqG6fVsyCmcL,67,1GmsPCcpKgF9OhlNXjOsbS,0.266,0.0,11,142.026,4,0.321,0.753,0.759,Popular
2114,Khalid,2020,Eleven (feat. Summer Walker),18O00Y7yrkJ0pRXm1n21Og,68,6LuN9FCkKOj5PcnpouEgny,0.408,0.00455,4,129.079,4,0.151,0.679,0.133,Popular
2115,Drake,2020,Desires (with Future),7eYAHC0RbBF9eaqWzT34Aq,66,3TVXtAsR1Inumwj472S9r4,0.506,0.0,5,145.074,4,0.554,0.812,0.281,Popular
2116,Taylor Swift,2020,happiness,73YUReisjb3A9ActdLLjJQ,67,06HL4z0CvFAxyc27GXpf02,0.334,0.0,11,122.079,4,0.211,0.559,0.87,Popular
